年度,区分,学科,時間割CD,履修期名,曜日,時限,科目名,単位,対象学年,教員名,校舎記号,校舎,教室名,教室,原本ファイル
2026,理工学部,物理学科,M12M,後期,月,2,相対論的量子力学,2,3,三輪　光嗣,S,タワースコラ,S504,S504,1_理工学部_12_物理学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,物理学科,Q12A,後期,月,2,健康の科学,1,1,北村　勝朗,F,船橋校舎,1012,1012,1_理工学部_12_物理学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,物理学科,M13O,後期,月,3,微分方程式論Ⅱ {1},2,2,眞中　裕子,S,駿河台校舎,132,132,1_理工学部_12_物理学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,物理学科,M13P,後期,月,3,微分方程式論Ⅱ {2},2,2,小林　正史,S,駿河台校舎,154,154,1_理工学部_12_物理学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,物理学科,M13R,後期,月,3,数理統計の基礎Ⅱ,2,3,齋藤　洋樹,S,タワースコラ,S404,S404,1_理工学部_12_物理学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,物理学科,P13K,後期,月,3,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】,2,1,岡田・坂元　他,F,船橋校舎,105 113 134 143 144,105,1_理工学部_12_物理学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,物理学科,P13K,後期,月,3,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】,2,1,岡田・坂元　他,F,船橋校舎,105 113 134 143 144,113,1_理工学部_12_物理学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,物理学科,P13K,後期,月,3,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】,2,1,岡田・坂元　他,F,船橋校舎,105 113 134 143 144,134,1_理工学部_12_物理学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,物理学科,P13K,後期,月,3,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】,2,1,岡田・坂元　他,F,船橋校舎,105 113 134 143 144,143,1_理工学部_12_物理学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,物理学科,P13K,後期,月,3,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】,2,1,岡田・坂元　他,F,船橋校舎,105 113 134 143 144,144,1_理工学部_12_物理学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,物理学科,P13L,後期,月,3,基礎化学実験 {年間隔週}↓連続２時限【年間隔週】,2,1,伊藤・岡田　他,F,船橋校舎,8号館実験室(819 826 829),819,1_理工学部_12_物理学科_0_2026年_時間割表1面_20260402195323.xls
